candidate_id,beam_id,annotation_text,field,deterministic_value,vision_value,field_status,field_decision,accepted,reason,hypothetical_change,production_change
VC::B121::ANN-73c67bd2,B121,4-Y20,zone,,SPAN,VISION_DIAGNOSTIC,ZONE_DIAGNOSTIC_ONLY,False,ZONE_NOT_PROMOTABLE,False,NONE
VC::B121::ANN-8a4731e2,B121,4-Y20,semantic_type,LONGITUDINAL_BAR,LONGITUDINAL_BAR,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B121::ANN-8a4731e2,B121,4-Y20,reinforcement_role,UNKNOWN,TOP_BAR,VISION_FIELD_CANDIDATE,ACCEPT_AS_SHADOW_CANDIDATE,True,DETERMINISTIC_UNKNOWN_VISION_VALID,True,NONE
VC::B121::ANN-8a4731e2,B121,4-Y20,diameter,20.0,20,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B121::ANN-8a4731e2,B121,4-Y20,quantity,4,4,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B121::ANN-8a4731e2,B121,4-Y20,legs,,,NOT_APPLICABLE,NOT_APPLICABLE,False,LEGS_NOT_APPLICABLE_FOR_LONGITUDINAL,False,NONE
VC::B121::ANN-8a4731e2,B121,4-Y20,spacing,[],[],UNRESOLVED,UNRESOLVED,False,BOTH_MISSING,False,NONE
VC::B121::ANN-8a4731e2,B121,4-Y20,beam_association,TARGET_BEAM,TARGET_BEAM,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B121::ANN-8a4731e2,B121,4-Y20,zone,,SPAN,VISION_DIAGNOSTIC,ZONE_DIAGNOSTIC_ONLY,False,ZONE_NOT_PROMOTABLE,False,NONE
VC::B123::ANN-3f905849,B123,2-Y25,semantic_type,LONGITUDINAL_BAR,LONGITUDINAL_BAR,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B123::ANN-3f905849,B123,2-Y25,reinforcement_role,UNKNOWN,BOTTOM_BAR,VISION_FIELD_CANDIDATE,ACCEPT_AS_SHADOW_CANDIDATE,True,DETERMINISTIC_UNKNOWN_VISION_VALID,True,NONE
VC::B123::ANN-3f905849,B123,2-Y25,diameter,25.0,25,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B123::ANN-3f905849,B123,2-Y25,quantity,2,2,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B123::ANN-3f905849,B123,2-Y25,legs,,,NOT_APPLICABLE,NOT_APPLICABLE,False,LEGS_NOT_APPLICABLE_FOR_LONGITUDINAL,False,NONE
VC::B123::ANN-3f905849,B123,2-Y25,spacing,[],[],UNRESOLVED,UNRESOLVED,False,BOTH_MISSING,False,NONE
VC::B123::ANN-3f905849,B123,2-Y25,beam_association,TARGET_BEAM,TARGET_BEAM,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B123::ANN-3f905849,B123,2-Y25,zone,,SPAN,VISION_DIAGNOSTIC,ZONE_DIAGNOSTIC_ONLY,False,ZONE_NOT_PROMOTABLE,False,NONE
VC::B123::ANN-6d809bfc,B123,4L-Y10@100/125/100C/C,semantic_type,STIRRUP,STIRRUP,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B123::ANN-6d809bfc,B123,4L-Y10@100/125/100C/C,reinforcement_role,STIRRUP,STIRRUP,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B123::ANN-6d809bfc,B123,4L-Y10@100/125/100C/C,diameter,10.0,10,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B123::ANN-6d809bfc,B123,4L-Y10@100/125/100C/C,quantity,,,NOT_APPLICABLE,NOT_APPLICABLE,False,STIRRUP_QUANTITY_NOT_DERIVABLE_FROM_NOTATION,False,NONE
VC::B123::ANN-6d809bfc,B123,4L-Y10@100/125/100C/C,legs,4,4,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B123::ANN-6d809bfc,B123,4L-Y10@100/125/100C/C,spacing,"[100.0, 125.0, 100.0]","[100, 125, 100]",BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B123::ANN-6d809bfc,B123,4L-Y10@100/125/100C/C,beam_association,TARGET_BEAM,TARGET_BEAM,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B123::ANN-6d809bfc,B123,4L-Y10@100/125/100C/C,zone,,SPAN,VISION_DIAGNOSTIC,ZONE_DIAGNOSTIC_ONLY,False,ZONE_NOT_PROMOTABLE,False,NONE
VC::B123::ANN-8ae336be,B123,6-Y20,semantic_type,LONGITUDINAL_BAR,LONGITUDINAL_BAR,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B123::ANN-8ae336be,B123,6-Y20,reinforcement_role,UNKNOWN,TOP_BAR,VISION_FIELD_CANDIDATE,ACCEPT_AS_SHADOW_CANDIDATE,True,DETERMINISTIC_UNKNOWN_VISION_VALID,True,NONE
VC::B123::ANN-8ae336be,B123,6-Y20,diameter,20.0,20,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B123::ANN-8ae336be,B123,6-Y20,quantity,6,6,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B123::ANN-8ae336be,B123,6-Y20,legs,,,NOT_APPLICABLE,NOT_APPLICABLE,False,LEGS_NOT_APPLICABLE_FOR_LONGITUDINAL,False,NONE
VC::B123::ANN-8ae336be,B123,6-Y20,spacing,[],[],UNRESOLVED,UNRESOLVED,False,BOTH_MISSING,False,NONE
VC::B123::ANN-8ae336be,B123,6-Y20,beam_association,TARGET_BEAM,TARGET_BEAM,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B123::ANN-8ae336be,B123,6-Y20,zone,,SPAN,VISION_DIAGNOSTIC,ZONE_DIAGNOSTIC_ONLY,False,ZONE_NOT_PROMOTABLE,False,NONE
VC::B126::ANN-9f081a15,B126,4L-Y10@100/150/100C/C,semantic_type,STIRRUP,STIRRUP,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B126::ANN-9f081a15,B126,4L-Y10@100/150/100C/C,reinforcement_role,STIRRUP,STIRRUP,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B126::ANN-9f081a15,B126,4L-Y10@100/150/100C/C,diameter,10.0,10,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B126::ANN-9f081a15,B126,4L-Y10@100/150/100C/C,quantity,,,NOT_APPLICABLE,NOT_APPLICABLE,False,STIRRUP_QUANTITY_NOT_DERIVABLE_FROM_NOTATION,False,NONE
VC::B126::ANN-9f081a15,B126,4L-Y10@100/150/100C/C,legs,4,4,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B126::ANN-9f081a15,B126,4L-Y10@100/150/100C/C,spacing,"[100.0, 150.0, 100.0]","[100, 150, 100]",BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B126::ANN-9f081a15,B126,4L-Y10@100/150/100C/C,beam_association,TARGET_BEAM,TARGET_BEAM,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B126::ANN-9f081a15,B126,4L-Y10@100/150/100C/C,zone,,SPAN,VISION_DIAGNOSTIC,ZONE_DIAGNOSTIC_ONLY,False,ZONE_NOT_PROMOTABLE,False,NONE
VC::B126::ANN-c442e075,B126,5-Y25,semantic_type,LONGITUDINAL_BAR,LONGITUDINAL_BAR,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B126::ANN-c442e075,B126,5-Y25,reinforcement_role,UNKNOWN,TOP_BAR,VISION_FIELD_CANDIDATE,ACCEPT_AS_SHADOW_CANDIDATE,True,DETERMINISTIC_UNKNOWN_VISION_VALID,True,NONE
VC::B126::ANN-c442e075,B126,5-Y25,diameter,25.0,25,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B126::ANN-c442e075,B126,5-Y25,quantity,5,5,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B126::ANN-c442e075,B126,5-Y25,legs,,,NOT_APPLICABLE,NOT_APPLICABLE,False,LEGS_NOT_APPLICABLE_FOR_LONGITUDINAL,False,NONE
VC::B126::ANN-c442e075,B126,5-Y25,spacing,[],[],UNRESOLVED,UNRESOLVED,False,BOTH_MISSING,False,NONE
VC::B126::ANN-c442e075,B126,5-Y25,beam_association,TARGET_BEAM,TARGET_BEAM,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B126::ANN-c442e075,B126,5-Y25,zone,,SPAN,VISION_DIAGNOSTIC,ZONE_DIAGNOSTIC_ONLY,False,ZONE_NOT_PROMOTABLE,False,NONE
VC::B128::ANN-5ffa56ad,B128,5-Y20,semantic_type,LONGITUDINAL_BAR,LONGITUDINAL_BAR,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B128::ANN-5ffa56ad,B128,5-Y20,reinforcement_role,UNKNOWN,BOTTOM_BAR,VISION_FIELD_CANDIDATE,ACCEPT_AS_SHADOW_CANDIDATE,True,DETERMINISTIC_UNKNOWN_VISION_VALID,True,NONE
VC::B128::ANN-5ffa56ad,B128,5-Y20,diameter,20.0,20,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B128::ANN-5ffa56ad,B128,5-Y20,quantity,5,5,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B128::ANN-5ffa56ad,B128,5-Y20,legs,,,NOT_APPLICABLE,NOT_APPLICABLE,False,LEGS_NOT_APPLICABLE_FOR_LONGITUDINAL,False,NONE
VC::B128::ANN-5ffa56ad,B128,5-Y20,spacing,[],[],UNRESOLVED,UNRESOLVED,False,BOTH_MISSING,False,NONE
VC::B128::ANN-5ffa56ad,B128,5-Y20,beam_association,TARGET_BEAM,TARGET_BEAM,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B128::ANN-5ffa56ad,B128,5-Y20,zone,,SPAN,VISION_DIAGNOSTIC,ZONE_DIAGNOSTIC_ONLY,False,ZONE_NOT_PROMOTABLE,False,NONE
VC::B128::ANN-7ac07312,B128,5-Y25,semantic_type,LONGITUDINAL_BAR,LONGITUDINAL_BAR,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B128::ANN-7ac07312,B128,5-Y25,reinforcement_role,UNKNOWN,BOTTOM_BAR,VISION_FIELD_CANDIDATE,ACCEPT_AS_SHADOW_CANDIDATE,True,DETERMINISTIC_UNKNOWN_VISION_VALID,True,NONE
VC::B128::ANN-7ac07312,B128,5-Y25,diameter,25.0,25,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B128::ANN-7ac07312,B128,5-Y25,quantity,5,5,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B128::ANN-7ac07312,B128,5-Y25,legs,,,NOT_APPLICABLE,NOT_APPLICABLE,False,LEGS_NOT_APPLICABLE_FOR_LONGITUDINAL,False,NONE
VC::B128::ANN-7ac07312,B128,5-Y25,spacing,[],[],UNRESOLVED,UNRESOLVED,False,BOTH_MISSING,False,NONE
VC::B128::ANN-7ac07312,B128,5-Y25,beam_association,TARGET_BEAM,TARGET_BEAM,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B128::ANN-7ac07312,B128,5-Y25,zone,,SPAN,VISION_DIAGNOSTIC,ZONE_DIAGNOSTIC_ONLY,False,ZONE_NOT_PROMOTABLE,False,NONE
VC::B128::ANN-7d45698a,B128,5L-Y12@100C/C,semantic_type,STIRRUP,STIRRUP,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B128::ANN-7d45698a,B128,5L-Y12@100C/C,reinforcement_role,STIRRUP,STIRRUP,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B128::ANN-7d45698a,B128,5L-Y12@100C/C,diameter,12.0,12,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B128::ANN-7d45698a,B128,5L-Y12@100C/C,quantity,,,NOT_APPLICABLE,NOT_APPLICABLE,False,STIRRUP_QUANTITY_NOT_DERIVABLE_FROM_NOTATION,False,NONE
VC::B128::ANN-7d45698a,B128,5L-Y12@100C/C,legs,5,5,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B128::ANN-7d45698a,B128,5L-Y12@100C/C,spacing,[100.0],[100],BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B128::ANN-7d45698a,B128,5L-Y12@100C/C,beam_association,TARGET_BEAM,TARGET_BEAM,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B128::ANN-7d45698a,B128,5L-Y12@100C/C,zone,,SPAN,VISION_DIAGNOSTIC,ZONE_DIAGNOSTIC_ONLY,False,ZONE_NOT_PROMOTABLE,False,NONE
VC::B129::ANN-2274c8c2,B129,2-Y16,semantic_type,LONGITUDINAL_BAR,LONGITUDINAL_BAR,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B129::ANN-2274c8c2,B129,2-Y16,reinforcement_role,UNKNOWN,TOP_BAR,VISION_FIELD_CANDIDATE,ACCEPT_AS_SHADOW_CANDIDATE,True,DETERMINISTIC_UNKNOWN_VISION_VALID,True,NONE
VC::B129::ANN-2274c8c2,B129,2-Y16,diameter,16.0,16,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B129::ANN-2274c8c2,B129,2-Y16,quantity,2,2,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B129::ANN-2274c8c2,B129,2-Y16,legs,,,NOT_APPLICABLE,NOT_APPLICABLE,False,LEGS_NOT_APPLICABLE_FOR_LONGITUDINAL,False,NONE
VC::B129::ANN-2274c8c2,B129,2-Y16,spacing,[],[],UNRESOLVED,UNRESOLVED,False,BOTH_MISSING,False,NONE
VC::B129::ANN-2274c8c2,B129,2-Y16,beam_association,TARGET_BEAM,TARGET_BEAM,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B129::ANN-2274c8c2,B129,2-Y16,zone,,SPAN,VISION_DIAGNOSTIC,ZONE_DIAGNOSTIC_ONLY,False,ZONE_NOT_PROMOTABLE,False,NONE
VC::B129::ANN-7aec78cb,B129,4L-Y12@\X100C/C,semantic_type,STIRRUP,STIRRUP,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B129::ANN-7aec78cb,B129,4L-Y12@\X100C/C,reinforcement_role,STIRRUP,STIRRUP,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B129::ANN-7aec78cb,B129,4L-Y12@\X100C/C,diameter,,12,VISION_FIELD_CANDIDATE,ACCEPT_AS_SHADOW_CANDIDATE,True,DETERMINISTIC_UNKNOWN_VISION_VALID,True,NONE
VC::B129::ANN-7aec78cb,B129,4L-Y12@\X100C/C,quantity,,,NOT_APPLICABLE,NOT_APPLICABLE,False,STIRRUP_QUANTITY_NOT_DERIVABLE_FROM_NOTATION,False,NONE
VC::B129::ANN-7aec78cb,B129,4L-Y12@\X100C/C,legs,,4,VISION_FIELD_CANDIDATE,ACCEPT_AS_SHADOW_CANDIDATE,True,DETERMINISTIC_UNKNOWN_VISION_VALID,True,NONE
VC::B129::ANN-7aec78cb,B129,4L-Y12@\X100C/C,spacing,[],[100],VISION_FIELD_CANDIDATE,ACCEPT_AS_SHADOW_CANDIDATE,True,DETERMINISTIC_UNKNOWN_VISION_VALID,True,NONE
VC::B129::ANN-7aec78cb,B129,4L-Y12@\X100C/C,beam_association,TARGET_BEAM,TARGET_BEAM,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B129::ANN-7aec78cb,B129,4L-Y12@\X100C/C,zone,,SPAN,VISION_DIAGNOSTIC,ZONE_DIAGNOSTIC_ONLY,False,ZONE_NOT_PROMOTABLE,False,NONE
VC::B129::ANN-93d94c14,B129,4-Y20,semantic_type,LONGITUDINAL_BAR,LONGITUDINAL_BAR,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B129::ANN-93d94c14,B129,4-Y20,reinforcement_role,UNKNOWN,TOP_BAR,VISION_FIELD_CANDIDATE,ACCEPT_AS_SHADOW_CANDIDATE,True,DETERMINISTIC_UNKNOWN_VISION_VALID,True,NONE
VC::B129::ANN-93d94c14,B129,4-Y20,diameter,20.0,20,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B129::ANN-93d94c14,B129,4-Y20,quantity,4,4,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B129::ANN-93d94c14,B129,4-Y20,legs,,,NOT_APPLICABLE,NOT_APPLICABLE,False,LEGS_NOT_APPLICABLE_FOR_LONGITUDINAL,False,NONE
VC::B129::ANN-93d94c14,B129,4-Y20,spacing,[],[],UNRESOLVED,UNRESOLVED,False,BOTH_MISSING,False,NONE
VC::B129::ANN-93d94c14,B129,4-Y20,beam_association,TARGET_BEAM,TARGET_BEAM,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B129::ANN-93d94c14,B129,4-Y20,zone,,SPAN,VISION_DIAGNOSTIC,ZONE_DIAGNOSTIC_ONLY,False,ZONE_NOT_PROMOTABLE,False,NONE
VC::B139::ANN-211806ab,B139,2L-Y8@\X100C/C,semantic_type,STIRRUP,STIRRUP,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B139::ANN-211806ab,B139,2L-Y8@\X100C/C,reinforcement_role,STIRRUP,STIRRUP,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B139::ANN-211806ab,B139,2L-Y8@\X100C/C,diameter,,8,VISION_FIELD_CANDIDATE,ACCEPT_AS_SHADOW_CANDIDATE,True,DETERMINISTIC_UNKNOWN_VISION_VALID,True,NONE
VC::B139::ANN-211806ab,B139,2L-Y8@\X100C/C,quantity,,,NOT_APPLICABLE,NOT_APPLICABLE,False,STIRRUP_QUANTITY_NOT_DERIVABLE_FROM_NOTATION,False,NONE
VC::B139::ANN-211806ab,B139,2L-Y8@\X100C/C,legs,,2,VISION_FIELD_CANDIDATE,ACCEPT_AS_SHADOW_CANDIDATE,True,DETERMINISTIC_UNKNOWN_VISION_VALID,True,NONE
VC::B139::ANN-211806ab,B139,2L-Y8@\X100C/C,spacing,[],[100],VISION_FIELD_CANDIDATE,ACCEPT_AS_SHADOW_CANDIDATE,True,DETERMINISTIC_UNKNOWN_VISION_VALID,True,NONE
VC::B139::ANN-211806ab,B139,2L-Y8@\X100C/C,beam_association,TARGET_BEAM,TARGET_BEAM,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B139::ANN-211806ab,B139,2L-Y8@\X100C/C,zone,,SPAN,VISION_DIAGNOSTIC,ZONE_DIAGNOSTIC_ONLY,False,ZONE_NOT_PROMOTABLE,False,NONE
VC::B142::ANN-d4d1251b,B142,2L-Y8@\X100C/C,semantic_type,STIRRUP,STIRRUP,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B142::ANN-d4d1251b,B142,2L-Y8@\X100C/C,reinforcement_role,STIRRUP,STIRRUP,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B142::ANN-d4d1251b,B142,2L-Y8@\X100C/C,diameter,,8,VISION_FIELD_CANDIDATE,ACCEPT_AS_SHADOW_CANDIDATE,True,DETERMINISTIC_UNKNOWN_VISION_VALID,True,NONE
VC::B142::ANN-d4d1251b,B142,2L-Y8@\X100C/C,quantity,,,NOT_APPLICABLE,NOT_APPLICABLE,False,STIRRUP_QUANTITY_NOT_DERIVABLE_FROM_NOTATION,False,NONE
VC::B142::ANN-d4d1251b,B142,2L-Y8@\X100C/C,legs,,2,VISION_FIELD_CANDIDATE,ACCEPT_AS_SHADOW_CANDIDATE,True,DETERMINISTIC_UNKNOWN_VISION_VALID,True,NONE
VC::B142::ANN-d4d1251b,B142,2L-Y8@\X100C/C,spacing,[],[100],VISION_FIELD_CANDIDATE,ACCEPT_AS_SHADOW_CANDIDATE,True,DETERMINISTIC_UNKNOWN_VISION_VALID,True,NONE
VC::B142::ANN-d4d1251b,B142,2L-Y8@\X100C/C,beam_association,TARGET_BEAM,TARGET_BEAM,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B142::ANN-d4d1251b,B142,2L-Y8@\X100C/C,zone,,SPAN,VISION_DIAGNOSTIC,ZONE_DIAGNOSTIC_ONLY,False,ZONE_NOT_PROMOTABLE,False,NONE
VC::B143::ANN-f8e9d15b,B143,3L-Y10@\X100C/C,semantic_type,STIRRUP,STIRRUP,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B143::ANN-f8e9d15b,B143,3L-Y10@\X100C/C,reinforcement_role,STIRRUP,STIRRUP,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B143::ANN-f8e9d15b,B143,3L-Y10@\X100C/C,diameter,,10,VISION_FIELD_CANDIDATE,ACCEPT_AS_SHADOW_CANDIDATE,True,DETERMINISTIC_UNKNOWN_VISION_VALID,True,NONE
VC::B143::ANN-f8e9d15b,B143,3L-Y10@\X100C/C,quantity,,,NOT_APPLICABLE,NOT_APPLICABLE,False,STIRRUP_QUANTITY_NOT_DERIVABLE_FROM_NOTATION,False,NONE
VC::B143::ANN-f8e9d15b,B143,3L-Y10@\X100C/C,legs,,3,VISION_FIELD_CANDIDATE,ACCEPT_AS_SHADOW_CANDIDATE,True,DETERMINISTIC_UNKNOWN_VISION_VALID,True,NONE
VC::B143::ANN-f8e9d15b,B143,3L-Y10@\X100C/C,spacing,[],[100],VISION_FIELD_CANDIDATE,ACCEPT_AS_SHADOW_CANDIDATE,True,DETERMINISTIC_UNKNOWN_VISION_VALID,True,NONE
VC::B143::ANN-f8e9d15b,B143,3L-Y10@\X100C/C,beam_association,TARGET_BEAM,UNCERTAIN,VISION_UNRESOLVED,KEEP_DETERMINISTIC,False,VISION_MISSING,False,NONE
VC::B143::ANN-f8e9d15b,B143,3L-Y10@\X100C/C,zone,,UNKNOWN,UNRESOLVED,ZONE_DIAGNOSTIC_ONLY,False,ZONE_NOT_PROMOTABLE,False,NONE
VC::B144::ANN-48d936a3,B144,3L-Y12@\X100C/C,semantic_type,STIRRUP,STIRRUP,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B144::ANN-48d936a3,B144,3L-Y12@\X100C/C,reinforcement_role,STIRRUP,STIRRUP,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B144::ANN-48d936a3,B144,3L-Y12@\X100C/C,diameter,,12,VISION_FIELD_CANDIDATE,ACCEPT_AS_SHADOW_CANDIDATE,True,DETERMINISTIC_UNKNOWN_VISION_VALID,True,NONE
VC::B144::ANN-48d936a3,B144,3L-Y12@\X100C/C,quantity,,,NOT_APPLICABLE,NOT_APPLICABLE,False,STIRRUP_QUANTITY_NOT_DERIVABLE_FROM_NOTATION,False,NONE
VC::B144::ANN-48d936a3,B144,3L-Y12@\X100C/C,legs,,3,VISION_FIELD_CANDIDATE,ACCEPT_AS_SHADOW_CANDIDATE,True,DETERMINISTIC_UNKNOWN_VISION_VALID,True,NONE
VC::B144::ANN-48d936a3,B144,3L-Y12@\X100C/C,spacing,[],[100],VISION_FIELD_CANDIDATE,ACCEPT_AS_SHADOW_CANDIDATE,True,DETERMINISTIC_UNKNOWN_VISION_VALID,True,NONE
VC::B144::ANN-48d936a3,B144,3L-Y12@\X100C/C,beam_association,TARGET_BEAM,TARGET_BEAM,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B144::ANN-48d936a3,B144,3L-Y12@\X100C/C,zone,,SPAN,VISION_DIAGNOSTIC,ZONE_DIAGNOSTIC_ONLY,False,ZONE_NOT_PROMOTABLE,False,NONE
VC::B178::ANN-41e4a18e,B178,2L-Y8@\X100C/C,semantic_type,STIRRUP,STIRRUP,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B178::ANN-41e4a18e,B178,2L-Y8@\X100C/C,reinforcement_role,STIRRUP,STIRRUP,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B178::ANN-41e4a18e,B178,2L-Y8@\X100C/C,diameter,,8,VISION_FIELD_CANDIDATE,ACCEPT_AS_SHADOW_CANDIDATE,True,DETERMINISTIC_UNKNOWN_VISION_VALID,True,NONE
VC::B178::ANN-41e4a18e,B178,2L-Y8@\X100C/C,quantity,,,NOT_APPLICABLE,NOT_APPLICABLE,False,STIRRUP_QUANTITY_NOT_DERIVABLE_FROM_NOTATION,False,NONE
VC::B178::ANN-41e4a18e,B178,2L-Y8@\X100C/C,legs,,2,VISION_FIELD_CANDIDATE,ACCEPT_AS_SHADOW_CANDIDATE,True,DETERMINISTIC_UNKNOWN_VISION_VALID,True,NONE
VC::B178::ANN-41e4a18e,B178,2L-Y8@\X100C/C,spacing,[],[100],VISION_FIELD_CANDIDATE,ACCEPT_AS_SHADOW_CANDIDATE,True,DETERMINISTIC_UNKNOWN_VISION_VALID,True,NONE
VC::B178::ANN-41e4a18e,B178,2L-Y8@\X100C/C,beam_association,TARGET_BEAM,TARGET_BEAM,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B178::ANN-41e4a18e,B178,2L-Y8@\X100C/C,zone,,SPAN,VISION_DIAGNOSTIC,ZONE_DIAGNOSTIC_ONLY,False,ZONE_NOT_PROMOTABLE,False,NONE
VC::B46::ANN-a09ab748,B46,4L-Y10@\X100/150/100C/C,semantic_type,STIRRUP,STIRRUP,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B46::ANN-a09ab748,B46,4L-Y10@\X100/150/100C/C,reinforcement_role,STIRRUP,STIRRUP,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
